"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-05","6.93",,"2.39","0.0","0.0","55","59","48","  180","  190","18.1","25.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-06","3.80",,"0.35","0.0","0.0","49","50","46","  310","  310","8.1","12.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-07","9.40",,"0.40","0.0","0.0","45","47","37","  220","  190","18.1","25.9","    1",,"    1",,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-08","5.82",,"0.00","0.0","0.0","41","44","37","  220","  150","13.0","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-09","4.70",,"0.64","0.0","0.0","38","44","35","  190","  210","8.9","14.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-10","7.61",,"0.14","0.0","0.0","45","53","44","  210","  210","17.0","23.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-11","6.93",,"0.00","0.0","0.0","47","47","42","   20","   20","13.0","21.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-12","3.80",,"0.00","0.0","0.0","41","44","34","   50","   20","10.1","13.0","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-13","4.03",,"0.00","0.0","0.0","39","51","34","  130","  100","10.1","19.9","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-14","6.04",,"0.14","0.0","0.0","46","48","43","   30","  100","12.1","16.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-15","4.03",,"0.00","0.0","0.0","46","52","39","  150","  150","12.1","15.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-16","3.36",,"0.00","0.0","0.0","43","51","36","   30","   30","8.9","11.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-17","6.04",,"0.00","0.0","0.0","40","49","33","   30","   30","16.1","19.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-18","4.03",,"0.05","0.0","0.0","42","50","38","   70","   80","10.1","19.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-19","8.28",,"0.12","0.0","0.0","48","52","47","  110","   70","18.1","25.1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-20","3.58",,"0.00","0.0","0.0","46","51","38","  120","  130","10.1","13.0","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-21","3.80",,"0.00","0.0","0.0","44","50","42","  150","  160","10.1","15.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-22","7.83",,"0.67","0.0","0.0","44","45","37","  210","  210","18.1","25.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-23","4.70",,"0.00","0.0","0.0","39","45","33","   30","   70","10.1","18.1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-24","6.93",,"0.00","0.0","0.0","38","44","30","  230","  220","18.1","23.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-25","14.09",,"0.59","0.0","0.0","43","48","41","  110","  120","21.9","29.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-26","9.17",,"0.09","0.0","0.0","47","53","44","  100","  100","17.0","25.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-27","12.75",,"0.10","0.0","0.0","53","55","47","  110","  120","23.9","34.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-28","10.51",,"0.06","0.0","0.0","49","56","45","  100","  100","19.9","27.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-29","12.53",,"0.00","0.0","0.0","57","63","53","  120","  120","28.0","40.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-30","5.59",,"0.10","0.0","0.0","52","56","43","  200","  220","13.0","18.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2023-12-31","3.58",,"0.00","0.0","0.0","45","50","38","  140","  150","8.9","14.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-01","2.68",,"0.00","0.0","0.0","41","47","34","  110","   70","6.9","14.1","    1","    1",,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-02","3.80",,"0.24","0.0","0.0","42","47","38","  100","   60","16.1","23.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-03","7.38",,"0.10","0.0","0.0","45","50","41","  190","  200","15.0","21.9","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-04","5.82",,"0.14","0.0","0.0","45","46","41","  220","  220","14.1","18.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-05","13.65",,"0.23","0.0","0.0","44","47","40","  180","  190","23.0","31.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-06","6.04",,"0.42","0.0","0.0","43","44","36","   10","  220","19.9","31.1","    1",,"    1",,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-07","2.01",,"0.11","0.0","0.0","39","41","36","  140","   70","8.9","13.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-08","9.84",,"0.74","0.0","0.0","39","49","37","  180","  180","30.0","40.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-09","20.58",,"0.27","0.0","0.0","44","48","37","  230","  220","35.1","52.1","    1",,"    1",,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-10","7.61",,"0.03","0.0","0.0","38","41","35","  220","  190","19.9","25.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-11","10.51",,"0.00","0.0","0.0","38","45","25","  250","  320","23.0","33.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-12","13.65",,"0.00","0.0","0.0","25","25","15","  350","  360","21.9","30.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-13","11.41",,"0.00","0.0","0.0","17","22","15","   80","   80","21.9","32.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-14","6.04",,"0.00","0.0","0.0","22","31","19","   90","  100","12.1","14.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-15","8.50",,"0.00","0.0","0.0","27","38","21","  100","  100","15.0","21.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-16","5.82",,"0.07","0.0","0.0","30","36","22","  110","  100","13.0","18.1","    1",,,,"    1",
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-17","7.38",,"0.28","0.0","0.0","33","40","30","   30","   20","18.1","21.9","    1",,,,"    1","    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-18","11.41",,"0.38","0.0","0.0","36","39","34","  100","  120","21.9","30.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-19","8.05",,"0.02","0.0","0.0","40","47","37","   90","   80","21.0","27.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-20","5.59",,"0.26","0.0","0.0","41","51","35","  110","   90","16.1","21.0","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-21","8.95",,"0.46","0.0","0.0","44","48","42","  100","  110","16.1","23.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-22","7.83",,"0.43","0.0","0.0","46","51","44","  180","  170","17.0","23.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-23","8.28",,"0.01","0.0","0.0","48","52","43","  210","  220","16.1","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-24","8.72",,"0.40","0.0","0.0","46","51","43","  150","  150","18.1","27.1","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-25","8.50",,"0.17","0.0","0.0","46","51","42","  150","  120","15.0","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-26","5.14",,"0.38","0.0","0.0","48","53","44","  110","  130","15.0","25.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-27","8.72",,"0.72","0.0","0.0","50","57","48","  110","  120","15.0","21.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-28","7.16",,"0.52","0.0","0.0","55","61","51","  120","  140","15.0","21.9","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-29","5.59",,"0.00","0.0","0.0","57","61","51","  120","  130","16.1","21.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-30","6.71",,"0.02","0.0","0.0","55","61","51","  110","  120","17.0","21.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-01-31","8.50",,"0.12","0.0","0.0","57","60","50","  100","  100","21.9","29.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-01","6.71",,"0.09","0.0","0.0","52","58","47","  250","  250","16.1","23.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-02","5.37",,"0.00","0.0","0.0","50","54","43","  250","  230","13.0","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-03","3.58",,"0.00","0.0","0.0","44","51","37","   20","   30","8.9","13.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-04","12.53",,"0.00","0.0","0.0","44","50","39","   20","   20","21.9","28.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-05","11.86",,"0.14","0.0","0.0","43","45","41","   30","   30","21.0","25.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-06","3.36",,"0.20","0.0","0.0","42","46","41","  160","  130","8.1","11.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-07","4.25",,"0.00","0.0","0.0","43","48","39","  350","  350","8.9","11.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-08","5.37",,"0.13","0.0","0.0","43","47","40","  220","  240","15.0","19.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-09","4.25",,"0.01","0.0","0.0","42","49","37","   20","   60","8.9","13.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-10","4.25",,"0.00","0.0","0.0","41","50","36","  130","  140","8.9","12.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-11","8.95",,"0.29","0.0","0.0","46","52","42","  220","  200","23.9","34.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-12","7.83",,"0.31","0.0","0.0","46","47","43","  220","  230","15.0","21.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-13","8.28",,"0.00","0.0","0.0","44","49","40","   10","   40","14.1","18.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-14","10.96",,"0.05","0.0","0.0","43","49","37","   90","  100","25.1","38.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-15","8.72",,"0.23","0.0","0.0","40","44","35","   90","  100","23.0","33.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-16","10.51",,"0.00","0.0","0.0","41","50","34","  110","  110","21.0","29.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-17","12.30",,"0.00","0.0","0.0","46","54","42","  110","  110","21.0","29.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-18","6.04",,"0.00","0.0","0.0","47","50","42","  110","  110","14.1","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-19","6.04",,"0.04","0.0","0.0","45","48","39","   20","   30","13.0","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-20","5.14",,"0.16","0.0","0.0","46","54","42","  200","  200","17.0","23.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-21","7.61",,"0.38","0.0","0.0","48","51","45","  180","  170","14.1","19.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-22","4.92",,"0.00","0.0","0.0","48","56","42","  170","  170","12.1","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-23","3.36",,"0.00","0.0","0.0","44","52","35","  310","  320","13.0","16.1","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-24","8.50",,"0.00","0.0","0.0","45","50","41","  190","  200","21.0","25.9","    1","    1",,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-25","16.55",,"0.17","0.0","0.0","47","50","38","  220","  220","29.1","45.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-26","8.28",,"0.05","0.0","0.0","41","44","32","  310","  320","25.9","36.9","    1",,,"    1",,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-27","8.50",,"0.05","0.0","0.0","35","46","29","  200","  190","21.0","33.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-28","16.11",,"0.95","0.0","0.0","46","50","41","  190","  190","29.1","40.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-02-29","10.96",,"0.59","0.0","0.0","42","43","34","  200","  200","21.9","32.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-01","7.61",,"0.14","0.0","0.0","37","43","35","  180","  190","21.0","28.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-02","10.51",,"0.09","0.0","0.0","39","44","34","  230","  220","21.9","33.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-03","11.63",,"0.10","0.0","0.0","38","43","35","  200","  210","23.0","32.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-04","9.84",,"0.22","0.3","0.0","39","45","33","  220","  190","17.0","23.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-05","7.16",,"0.00","0.0","0.0","37","45","31","  300","  300","15.0","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-06","5.37",,"0.00","0.0","0.0","36","45","28","   60","   90","8.9","13.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-07","4.70",,"0.00","0.0","0.0","38","47","30","  280","   70","10.1","15.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-08","4.47",,"0.00","0.0","0.0","43","54","38","  140","  140","12.1","14.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-09","12.30",,"0.03","0.0","0.0","47","53","41","  200","  200","32.0","44.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-10","12.53",,"0.21","0.0","0.0","47","50","43","  190","  180","25.9","42.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-11","10.51",,"0.20","0.0","0.0","45","49","41","  160","  180","21.0","31.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-12","13.20",,"0.15","0.0","0.0","46","49","39","  220","  230","25.9","34.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-13","5.14",,"0.00","0.0","0.0","42","52","39","  210","  200","15.0","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-14","6.04",,"0.00","0.0","0.0","44","57","35","   10","  350","14.1","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-15","11.63",,"0.00","0.0","0.0","48","62","40","   30","   30","17.0","21.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-16","6.26",,"0.00","0.0","0.0","53","74","44","   20","   30","18.1","21.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-17","6.49",,"0.00","0.0","0.0","59","71","47","   40","   30","15.0","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-18","6.71",,"0.00","0.0","0.0","56","66","44","  350","  350","12.1","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-19","5.14",,"0.00","0.0","0.0","53","64","43","  210","  200","14.1","21.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-20","7.16",,"0.03","0.0","0.0","49","51","46","  220","  210","14.1","19.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-21","5.82",,"0.11","0.0","0.0","49","56","46","  100","  220","10.1","15.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-22","4.92",,"0.22","0.0","0.0","51","53","47","   90","   90","14.1","18.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-23","5.82",,"0.07","0.0","0.0","50","53","46","   90","   90","14.1","17.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-24","6.49",,"0.00","0.0","0.0","49","58","46","  210","  210","19.9","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-25","9.84",,"0.02","0.0","0.0","49","52","46","  220","  220","19.9","25.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-26","10.29",,"0.00","0.0","0.0","48","55","44","  190","  190","19.9","25.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-27","8.72",,"0.54","0.0","0.0","48","53","43","  190","  200","14.1","21.0","    1",,"    1",,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-28","8.72",,"0.20","0.0","0.0","46","54","42","  210","  230","14.1","36.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-29","6.93",,"0.03","0.0","0.0","49","59","41","  350","  350","21.0","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-30","8.50",,"0.00","0.0","0.0","49","58","40","  350","  340","14.1","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-03-31","6.93",,"0.00","0.0","0.0","49","61","40","  350","  350","17.0","25.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-01",,,,,,"51",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-02",,,,,,"59",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-03",,,,,,"49",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-04",,,,,,"44",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-05",,,,,,"44",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-06",,,,,,"46",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-07",,,,,,"46",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-08",,,,,,"47",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-09",,,,,,"50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-10",,,,,,"50",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-11",,,"0.00","0.0","0.0","49","55","42",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-12",,,"0.00","0.0","0.0","50","57","45",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-13",,,"0.00","0.0","0.0","49","63","42",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-14",,,"0.00","0.0","0.0","53","65","43",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-15",,,"0.00","0.0","0.0","51","56","44",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-16",,,"0.00","0.0","0.0","46","54","40",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-17",,,"0.00","0.0","0.0","46","59","36",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-18",,,"0.00","0.0","0.0","51","64","39",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-19",,,"0.00","0.0","0.0","55","68","45",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-20",,,"0.00","0.0","0.0","61","72","45",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-21",,,"0.03","0.0","0.0","49","58","42",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-22",,,"0.00","0.0","0.0","51","61","43",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-23",,,"0.00","0.0","0.0","54","70","44",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-24",,,"0.00","0.0","0.0","53","54","46",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-25",,,,"0.0","0.0","50","53",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-26",,,"0.08","0.0","0.0","52","61","49",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-27",,,"0.09","0.0","0.0","51","52","47",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-28",,,"0.04","0.0","0.0","49","53","43",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-29",,,"0.23","0.0","0.0","45","54","39",,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-04-30","6.26",,"0.02","0.0","0.0","46","56","41","  290","  290","15.0","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-01","6.93",,"0.00","0.0","0.0","48","58","40","  240","  230","15.0","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-02","7.83",,"0.00","0.0","0.0","52","66","42","  360","   10","15.0","23.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-03","6.26",,"0.00","0.0","0.0","56","66","46","  250","  260","17.0","27.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-04","8.95",,"0.12","0.0","0.0","54","55","49","   20","   20","23.0","28.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-05","12.53",,"0.14","0.0","0.0","49","51","47","  210","  230","21.9","32.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-06","12.97",,"0.01","0.0","0.0","49","55","45","  210","  200","23.0","33.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-07","7.61",,"0.01","0.0","0.0","49","59","42","   40","   40","15.0","19.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-08","8.72",,"0.00","0.0","0.0","52","64","42","  340","  360","21.0","28.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-09","11.18",,"0.00","0.0","0.0","58","74","45","   20","   30","19.9","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-10","6.26",,"0.00","0.0","0.0","67","84","52","  360","   10","14.1","17.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-11","4.92",,"0.00","0.0","0.0","70","83","55","   40","   20","14.1","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-12","7.61",,"0.00","0.0","0.0","66","75","51","   50","   40","18.1","25.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-13","7.83",,"0.00","0.0","0.0","60","63","52","   50","   50","17.0","21.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-14","8.72",,"0.00","0.0","0.0","58","71","49","   30","   40","21.0","27.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-15","5.37",,"0.00","0.0","0.0","62","75","51","  250","  290","10.1","15.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-16","12.30",,"0.02","0.0","0.0","58","64","49","  220","  210","28.0","42.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-17","10.96",,"0.00","0.0","0.0","53","63","45","  210","  220","17.0","23.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-18","6.26",,"0.24","0.0","0.0","51","58","47","  210","  200","13.0","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-19","6.04",,"0.00","0.0","0.0","50","62","43","  290","  270","13.0","18.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-20","6.49",,"0.00","0.0","0.0","53","64","45","  200","  260","13.0","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-21","12.30",,"0.66","0.0","0.0","52","52","46","  220","  220","25.9","36.9","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-22","8.05",,"0.00","0.0","0.0","51","60","46","  220","  220","25.9","36.0",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-23","8.50",,"0.00","0.0","0.0","54","61","47","  250","  240","14.1","19.9",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-24","8.05",,"0.07","0.0","0.0","53","57","48","  220","  220","18.1","23.9","    1",,,,,"    1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-25","13.65",,"0.03","0.0","0.0","52","61","47","  220","  220","23.9","35.1","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-26","8.05",,"0.10","0.0","0.0","51","59","48","  200","  200","15.0","19.0","    1",,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-27","6.71",,"0.00","0.0","0.0","56","67","51","  340","  340","13.0","16.1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2024-05-28","8.72",,"0.03","0.0","0.0","55","60","49","  210","  220","21.0","28.0","    1",,,,,
